"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 06 10:00:38 GMT 2024","Thu Jun 06 10:00:38 GMT 2024","500","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
"passed","Thu Jun 06 10:00:37 GMT 2024","Thu Jun 06 10:00:38 GMT 2024","690","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
