"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 09:14:00 GMT 2024","Wed Jun 05 09:14:00 GMT 2024","594","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
"passed","Wed Jun 05 09:13:59 GMT 2024","Wed Jun 05 09:14:00 GMT 2024","589","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
