"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 12:06:53 GMT 2024","Wed Jun 12 12:06:53 GMT 2024","151","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
"passed","Wed Jun 12 12:06:53 GMT 2024","Wed Jun 12 12:06:54 GMT 2024","79","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
