"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 12:56:47 GMT 2024","Fri Jun 14 12:56:48 GMT 2024","749","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
"passed","Fri Jun 14 12:56:48 GMT 2024","Fri Jun 14 12:56:49 GMT 2024","616","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
