"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 08:59:11 GMT 2024","Wed Jun 05 08:59:11 GMT 2024","184","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
"passed","Wed Jun 05 08:59:11 GMT 2024","Wed Jun 05 08:59:11 GMT 2024","104","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
