"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 08:47:51 GMT 2024","Wed Jun 05 08:47:52 GMT 2024","346","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
"passed","Wed Jun 05 08:47:52 GMT 2024","Wed Jun 05 08:47:52 GMT 2024","254","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
