"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 09:36:02 GMT 2024","Thu Jun 13 09:36:02 GMT 2024","226","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
"passed","Thu Jun 13 09:36:01 GMT 2024","Thu Jun 13 09:36:02 GMT 2024","353","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
