"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 13:01:04 GMT 2024","Fri Jun 14 13:01:04 GMT 2024","74","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
"passed","Fri Jun 14 13:01:03 GMT 2024","Fri Jun 14 13:01:04 GMT 2024","136","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
