"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 07:56:49 GMT 2024","Wed Jun 05 07:56:49 GMT 2024","83","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
"passed","Wed Jun 05 07:56:49 GMT 2024","Wed Jun 05 07:56:49 GMT 2024","154","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
