"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 09:29:50 GMT 2024","Thu Jun 13 09:29:50 GMT 2024","402","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
"passed","Thu Jun 13 09:29:50 GMT 2024","Thu Jun 13 09:29:51 GMT 2024","276","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
