"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 09:19:34 GMT 2024","Thu Jun 13 09:19:35 GMT 2024","727","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
"passed","Thu Jun 13 09:19:35 GMT 2024","Thu Jun 13 09:19:35 GMT 2024","511","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
