"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 04 17:39:06 GMT 2024","Tue Jun 04 17:39:06 GMT 2024","84","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - DeleteBooking",""
"passed","Tue Jun 04 17:39:06 GMT 2024","Tue Jun 04 17:39:06 GMT 2024","188","chromium","APITest.spec.js","Booking - GetBookingIds","","","Booking - GetBookingIds",""
